age,income,loan_amount,interest_rate,term_months,dti,delinquencies,credit_history_years,home_ownership,purpose,employment_length,default
32,103069.36,10832.79,11.8,36,13.8,0,2.8,MORTGAGE,credit_card,10+,0
40,61913.91,10896.47,6.0,36,32.53,0,4.4,RENT,credit_card,5-10,0
42,36249.47,26570.52,12.02,60,16.22,1,3.7,OWN,other,10+,0
51,63606.71,26700.14,19.57,36,19.8,0,11.9,RENT,debt_consolidation,5-10,0
67,32964.08,1000.0,18.23,36,13.2,0,7.8,MORTGAGE,other,0-1,0
62,36019.79,19398.24,13.1,60,32.38,0,12.3,RENT,major_purchase,1-3,1
39,39177.54,14030.28,7.41,36,15.34,0,8.2,RENT,debt_consolidation,5-10,0
36,51113.81,6733.41,8.17,36,33.42,0,11.7,OTHER,debt_consolidation,10+,0
58,78739.38,17093.97,8.59,36,32.69,0,6.8,MORTGAGE,other,5-10,1
27,71567.96,4203.23,17.11,60,17.54,0,14.4,MORTGAGE,major_purchase,1-3,0
47,70459.91,11268.36,18.53,36,22.3,0,9.9,MORTGAGE,debt_consolidation,5-10,0
41,38021.51,8612.21,12.78,36,17.26,1,4.9,RENT,credit_card,5-10,1
29,49173.71,11001.67,10.79,36,27.46,0,10.5,RENT,debt_consolidation,3-5,0
51,65440.02,14428.17,18.19,60,20.06,0,8.1,MORTGAGE,home_improvement,3-5,0
36,47433.6,6875.47,8.09,60,17.83,1,7.2,MORTGAGE,debt_consolidation,10+,0
30,54432.67,27585.43,12.21,36,22.46,0,8.4,RENT,credit_card,3-5,0
53,68827.17,18946.27,13.85,60,6.18,0,11.0,RENT,credit_card,1-3,0
29,53024.55,29356.5,8.55,60,21.24,1,0.5,RENT,credit_card,3-5,0
53,64521.19,13719.36,9.46,60,28.5,0,6.6,OWN,debt_consolidation,1-3,0
28,91854.57,10609.68,9.15,36,23.38,0,10.7,RENT,major_purchase,5-10,0
42,56562.82,29067.32,17.67,36,31.52,0,9.0,RENT,major_purchase,10+,0
60,83586.76,10375.52,19.66,60,18.23,0,3.5,RENT,home_improvement,5-10,0
32,71187.4,13573.66,12.46,36,17.41,1,0.5,MORTGAGE,other,10+,0
58,30655.16,20760.38,10.93,36,10.83,2,14.8,MORTGAGE,major_purchase,5-10,0
56,37957.26,5098.19,9.6,36,17.94,1,7.3,RENT,debt_consolidation,3-5,1
65,43328.08,20690.36,12.01,36,41.66,0,14.1,RENT,debt_consolidation,3-5,0
29,42903.3,19666.78,9.8,60,24.76,0,11.2,RENT,home_improvement,3-5,1
56,58194.21,25154.6,11.61,36,16.14,1,4.8,MORTGAGE,major_purchase,3-5,0
66,72292.88,22120.36,13.65,60,11.94,0,0.5,RENT,other,0-1,0
58,85103.17,25399.83,10.38,60,6.01,0,6.2,MORTGAGE,debt_consolidation,5-10,0
30,66163.5,14116.62,11.24,36,13.7,1,7.9,RENT,debt_consolidation,0-1,0
61,51086.41,8098.64,11.26,36,29.59,0,9.8,MORTGAGE,small_business,1-3,0
26,18355.18,31879.88,10.73,36,17.73,0,3.6,RENT,small_business,3-5,0
49,61411.79,2786.44,10.23,36,12.42,0,8.7,MORTGAGE,credit_card,10+,0
45,60515.4,3587.9,15.05,60,13.52,0,8.7,MORTGAGE,credit_card,1-3,0
47,63658.58,19521.02,5.0,60,28.49,0,11.9,RENT,small_business,5-10,0
46,102124.81,27999.89,18.3,60,21.19,0,6.8,RENT,credit_card,3-5,0
22,84811.93,16516.41,12.54,60,15.73,0,9.8,RENT,major_purchase,1-3,0
45,75701.22,22994.43,14.44,36,18.92,0,9.2,OWN,other,0-1,0
66,40758.46,1000.0,14.9,60,44.06,0,11.5,MORTGAGE,debt_consolidation,0-1,1
42,49740.11,11003.64,9.17,36,34.2,0,4.7,MORTGAGE,debt_consolidation,3-5,0
34,58103.11,1000.0,8.34,36,36.69,0,0.5,MORTGAGE,other,3-5,0
69,44491.86,21243.29,7.87,36,4.48,1,7.1,RENT,credit_card,5-10,0
25,70009.29,2622.15,11.01,36,20.49,1,7.1,OWN,debt_consolidation,0-1,0
44,67138.18,4777.45,14.8,60,15.55,0,3.4,MORTGAGE,credit_card,1-3,1
46,38233.84,19112.2,9.66,60,27.44,1,2.0,RENT,home_improvement,0-1,0
44,83936.33,23494.59,14.43,36,32.6,1,5.7,RENT,debt_consolidation,10+,0
66,62046.21,13728.26,5.0,36,25.26,1,7.5,RENT,major_purchase,3-5,0
41,25418.58,19561.38,10.46,36,13.28,1,8.4,RENT,debt_consolidation,3-5,0
68,58973.14,19302.31,16.67,60,15.39,0,0.5,MORTGAGE,debt_consolidation,5-10,1
24,65624.13,13276.59,11.32,36,28.21,0,1.0,RENT,debt_consolidation,1-3,0
56,79455.85,6242.36,8.68,36,29.2,1,12.5,RENT,credit_card,1-3,0
50,53250.47,19519.13,9.37,36,23.41,0,7.2,RENT,small_business,3-5,0
32,76558.77,19904.77,5.0,60,23.3,0,8.0,RENT,credit_card,10+,0
32,63742.84,22152.2,7.95,60,22.5,0,2.7,RENT,small_business,10+,0
56,33698.91,17496.53,16.23,36,24.69,1,8.0,RENT,debt_consolidation,1-3,0
52,31696.66,5652.0,9.67,36,29.16,0,6.5,RENT,credit_card,1-3,0
50,82451.2,20522.72,10.14,36,28.3,1,5.5,RENT,credit_card,1-3,0
23,83919.68,14988.95,5.0,60,22.24,0,2.2,MORTGAGE,major_purchase,1-3,0
50,66458.18,11138.1,5.48,36,21.51,0,4.5,OWN,home_improvement,10+,1
69,89914.13,12642.91,16.76,60,21.13,0,15.9,MORTGAGE,major_purchase,0-1,0
21,81132.2,9477.94,14.47,60,14.2,2,6.6,RENT,debt_consolidation,1-3,0
43,73672.57,22110.75,6.81,36,14.07,0,11.2,RENT,other,0-1,0
45,41773.77,3655.08,9.48,36,27.44,0,7.2,OTHER,major_purchase,10+,0
64,94628.58,7052.11,11.88,36,14.87,0,6.8,RENT,other,3-5,0
34,70726.03,12369.82,7.22,36,30.14,0,5.5,OWN,debt_consolidation,1-3,0
44,52283.22,27910.01,5.0,60,21.49,0,13.4,RENT,debt_consolidation,3-5,0
56,46634.6,23434.24,11.36,60,30.2,0,9.5,RENT,home_improvement,0-1,0
23,65135.68,1873.27,14.29,36,28.37,1,4.8,MORTGAGE,credit_card,0-1,0
60,26578.82,25810.78,14.37,60,30.43,0,6.4,MORTGAGE,major_purchase,10+,1
61,73993.47,25795.36,15.5,36,17.24,1,12.3,RENT,debt_consolidation,5-10,0
56,40928.58,5607.93,5.79,36,26.09,0,0.5,OWN,credit_card,5-10,1
52,67412.16,1000.0,12.23,60,29.38,0,9.2,RENT,debt_consolidation,3-5,0
57,49567.59,14422.23,10.93,36,6.49,1,10.2,OWN,credit_card,3-5,1
59,54711.63,23979.4,11.65,36,39.02,0,5.0,MORTGAGE,debt_consolidation,5-10,0
65,44861.8,27730.1,11.15,60,44.66,0,8.6,MORTGAGE,other,0-1,1
41,56775.41,8033.38,9.36,36,31.47,0,10.0,RENT,debt_consolidation,5-10,0
43,97787.59,29015.83,5.0,60,30.06,0,3.1,RENT,credit_card,3-5,0
52,87701.19,1000.0,16.65,36,27.89,0,11.4,MORTGAGE,debt_consolidation,1-3,0
30,67089.58,12055.6,13.32,36,18.77,0,9.2,RENT,debt_consolidation,1-3,0
62,59494.11,11662.31,6.06,60,20.9,1,7.4,MORTGAGE,credit_card,10+,0
58,76884.02,24218.7,13.89,36,31.64,0,8.4,MORTGAGE,debt_consolidation,10+,0
51,82599.41,25386.42,10.21,36,12.27,0,10.8,RENT,credit_card,0-1,0
35,43403.63,22633.79,10.32,36,11.39,0,17.3,MORTGAGE,debt_consolidation,1-3,0
38,58451.22,4195.6,8.93,36,18.03,0,10.4,RENT,major_purchase,5-10,0
42,23560.84,21900.95,14.15,36,28.56,0,11.2,RENT,small_business,5-10,0
53,82462.04,19072.34,8.8,36,13.34,0,8.8,MORTGAGE,major_purchase,3-5,1
59,101300.49,1630.12,7.61,36,19.75,0,15.6,MORTGAGE,debt_consolidation,10+,0
53,61601.65,1000.0,16.53,36,20.93,0,2.1,OWN,credit_card,10+,0
66,17499.8,23303.91,11.28,60,11.88,0,1.1,MORTGAGE,debt_consolidation,1-3,0
68,72177.81,13559.21,11.41,60,0.0,0,8.6,RENT,credit_card,1-3,0
55,41918.22,4718.54,14.77,36,11.73,0,10.6,MORTGAGE,small_business,0-1,1
39,46733.01,13334.62,9.33,60,24.61,1,0.5,MORTGAGE,debt_consolidation,10+,0
50,72531.53,17912.33,10.13,60,26.86,1,8.0,MORTGAGE,debt_consolidation,3-5,0
41,65091.08,14337.19,13.22,60,26.94,1,7.3,OWN,small_business,10+,1
51,50237.82,2584.11,5.83,60,28.1,0,11.0,RENT,credit_card,5-10,1
60,47007.89,30084.46,12.88,36,15.74,0,9.7,MORTGAGE,debt_consolidation,5-10,0
39,62516.72,23033.74,8.98,36,13.59,0,0.8,RENT,other,1-3,0
45,51810.69,12316.98,15.42,60,25.75,0,3.7,MORTGAGE,debt_consolidation,0-1,0
23,37815.26,12639.24,14.19,36,19.88,0,4.8,RENT,major_purchase,10+,0
57,53348.74,17875.9,13.66,60,31.07,2,11.0,RENT,debt_consolidation,3-5,0
45,66791.85,5963.03,5.57,60,25.81,1,9.5,RENT,other,10+,0
43,56437.93,17581.41,11.59,36,34.84,0,5.5,OWN,major_purchase,1-3,0
47,31729.83,4354.14,7.29,36,17.34,0,8.6,RENT,debt_consolidation,5-10,0
31,79781.29,14435.73,11.85,60,32.68,0,3.8,RENT,other,3-5,1
50,15000.0,5651.43,5.0,36,42.35,2,16.2,MORTGAGE,debt_consolidation,0-1,0
57,51072.7,6055.33,5.84,60,22.54,0,10.3,RENT,small_business,3-5,0
38,47596.03,28165.78,16.76,60,26.99,0,11.1,MORTGAGE,home_improvement,10+,0
27,62963.58,15473.81,13.48,36,12.69,1,13.5,OWN,debt_consolidation,3-5,0
39,71233.24,16659.25,10.58,36,30.94,1,12.1,MORTGAGE,credit_card,3-5,0
30,82535.3,1000.0,8.37,36,33.29,1,8.1,OWN,debt_consolidation,5-10,0
39,45751.9,10223.99,7.66,60,17.06,0,7.3,MORTGAGE,credit_card,5-10,0
51,71731.65,18689.7,12.8,36,27.86,0,13.2,OWN,credit_card,5-10,1
26,63916.37,16553.09,10.63,36,24.8,0,8.1,OWN,credit_card,3-5,0
57,25769.21,1000.0,18.19,36,25.91,0,5.0,RENT,small_business,3-5,0
32,98010.81,16657.1,11.26,36,30.12,1,15.9,OWN,other,3-5,0
64,31224.5,17932.47,12.23,36,27.19,0,4.3,RENT,credit_card,10+,0
56,68389.95,25270.1,6.45,36,20.61,0,1.1,MORTGAGE,home_improvement,10+,0
34,67799.2,9758.15,10.56,60,30.33,0,12.0,OWN,debt_consolidation,5-10,1
48,65512.74,1000.0,12.71,36,33.12,0,5.1,MORTGAGE,other,1-3,0
26,50108.46,7025.83,10.51,60,16.46,1,9.7,OWN,small_business,10+,0
25,76545.05,6223.48,10.06,60,21.98,1,15.3,MORTGAGE,other,1-3,0
67,28792.65,20893.67,13.31,60,4.31,0,2.5,RENT,major_purchase,0-1,0
60,58683.42,1000.0,18.06,60,27.84,0,7.8,MORTGAGE,debt_consolidation,3-5,0
28,48722.51,11413.15,12.58,36,34.23,0,13.9,MORTGAGE,debt_consolidation,5-10,1
34,46454.04,26406.36,16.58,36,19.43,0,10.7,OWN,credit_card,0-1,0
30,68574.96,15057.7,14.49,36,23.33,0,7.3,RENT,debt_consolidation,1-3,0
40,81549.57,22170.53,16.34,36,19.8,0,17.6,MORTGAGE,credit_card,5-10,0
35,53134.88,1865.61,9.56,36,18.16,0,7.6,RENT,credit_card,5-10,0
37,75613.62,2184.08,11.17,36,24.32,0,9.6,OWN,major_purchase,0-1,0
46,60994.81,26497.94,11.19,36,14.16,0,14.6,RENT,home_improvement,1-3,0
30,42145.36,15809.72,14.19,60,19.65,0,11.9,OWN,debt_consolidation,5-10,0
64,54840.96,15826.19,15.17,36,12.95,0,13.3,MORTGAGE,major_purchase,0-1,0
56,54010.28,6054.78,12.5,36,27.89,0,4.4,RENT,debt_consolidation,0-1,0
58,46066.8,15806.25,15.51,36,24.39,0,12.9,OWN,debt_consolidation,10+,0
29,68569.66,5832.5,9.75,36,17.69,0,8.7,RENT,credit_card,3-5,0
55,64692.92,24494.96,15.54,36,22.37,0,5.0,RENT,debt_consolidation,3-5,0
61,28187.01,36822.65,16.06,36,19.79,0,8.9,MORTGAGE,debt_consolidation,3-5,0
29,26969.48,18871.53,14.71,36,33.44,0,8.8,MORTGAGE,debt_consolidation,5-10,1
57,68493.69,9920.43,12.54,60,17.59,0,15.5,MORTGAGE,debt_consolidation,3-5,0
38,43694.27,1000.0,14.85,60,28.35,1,9.5,RENT,debt_consolidation,5-10,0
59,66040.82,1524.29,8.42,36,14.95,0,4.9,RENT,credit_card,5-10,0
44,75618.63,27438.89,12.79,36,30.14,0,4.0,OWN,small_business,1-3,0
60,34580.94,6766.47,13.2,60,32.37,1,7.8,MORTGAGE,debt_consolidation,3-5,0
28,31769.25,12033.32,6.68,60,32.85,0,2.6,MORTGAGE,debt_consolidation,1-3,1
40,93488.63,20242.61,13.9,60,36.71,0,5.1,MORTGAGE,debt_consolidation,5-10,0
34,67031.42,26858.32,7.0,36,24.92,1,7.0,MORTGAGE,debt_consolidation,5-10,0
33,51615.19,13403.3,10.29,36,34.38,0,6.3,RENT,credit_card,5-10,0
36,41321.19,11762.67,12.16,36,38.24,0,10.9,OTHER,credit_card,3-5,0
39,49791.18,15572.97,9.08,60,10.78,0,5.0,MORTGAGE,major_purchase,3-5,0
27,36188.55,9978.9,12.33,36,15.97,0,0.5,RENT,major_purchase,5-10,0
55,77668.24,10409.45,12.27,60,7.04,2,1.3,RENT,other,1-3,0
47,44464.98,18295.04,8.72,36,32.61,2,7.9,MORTGAGE,other,10+,0
61,81870.69,16482.33,14.27,60,6.91,1,5.7,OWN,debt_consolidation,1-3,0
55,51987.42,32052.84,8.94,36,4.2,0,3.1,RENT,debt_consolidation,3-5,0
28,39133.0,18510.79,21.15,36,11.03,0,15.8,RENT,credit_card,5-10,0
24,51473.97,24209.16,11.56,36,4.62,1,11.3,MORTGAGE,credit_card,5-10,0
41,15000.0,6429.72,7.31,60,24.72,0,7.8,MORTGAGE,credit_card,3-5,1
44,57584.63,19201.26,8.06,36,11.15,0,8.9,MORTGAGE,credit_card,3-5,0
32,56597.62,9216.15,16.59,36,5.1,0,6.9,MORTGAGE,other,5-10,0
59,76494.85,18163.63,10.36,60,21.58,1,3.0,OWN,credit_card,3-5,0
49,22273.9,20508.12,6.54,60,22.17,0,12.1,MORTGAGE,other,3-5,0
57,83237.33,15398.95,15.41,60,3.3,0,11.4,RENT,other,5-10,0
26,76411.99,34258.61,10.34,60,14.86,0,0.5,OWN,credit_card,1-3,0
60,85040.87,26423.84,14.61,36,21.25,0,8.9,MORTGAGE,debt_consolidation,5-10,0
31,58945.57,24417.96,15.74,60,18.43,0,9.3,MORTGAGE,debt_consolidation,0-1,0
42,80277.94,21114.29,13.1,36,18.71,0,6.7,MORTGAGE,credit_card,5-10,0
42,30575.12,29106.89,21.58,60,33.79,1,16.4,RENT,small_business,1-3,0
61,74260.95,3504.25,5.1,60,43.47,0,16.0,RENT,other,3-5,1
34,44576.74,25962.26,8.73,36,18.87,1,6.5,MORTGAGE,debt_consolidation,1-3,0
32,26971.96,7070.05,10.98,36,8.78,0,7.1,RENT,debt_consolidation,1-3,0
37,37517.19,10485.29,21.04,60,19.65,1,6.6,RENT,small_business,5-10,0
38,60110.62,19491.14,19.19,60,23.94,0,5.6,MORTGAGE,credit_card,3-5,0
29,43514.02,24865.76,17.15,60,21.47,0,4.3,RENT,major_purchase,3-5,0
29,67521.47,5771.39,8.82,60,28.11,0,10.0,RENT,debt_consolidation,10+,0
32,23835.25,10899.64,9.29,36,44.12,0,15.8,RENT,debt_consolidation,1-3,0
43,17458.05,15780.26,8.69,36,4.87,0,14.2,RENT,debt_consolidation,3-5,0
37,87447.75,13509.07,8.87,36,16.93,0,11.2,RENT,debt_consolidation,3-5,0
40,78076.0,21832.26,17.97,36,37.41,0,0.5,RENT,credit_card,5-10,0
56,39014.06,42487.42,11.02,36,16.78,0,0.5,OWN,debt_consolidation,1-3,0
32,59940.01,18354.57,11.55,60,29.89,0,12.3,OWN,credit_card,3-5,0
65,80390.14,9118.43,15.1,36,28.31,0,14.5,OWN,major_purchase,5-10,0
57,68384.01,4627.93,5.35,60,34.37,0,10.2,MORTGAGE,debt_consolidation,3-5,1
29,62964.46,12397.97,12.21,60,41.13,0,6.8,OWN,small_business,10+,1
36,81903.08,7478.0,7.61,36,25.33,1,13.4,MORTGAGE,debt_consolidation,0-1,0
29,45385.75,18740.4,10.82,60,4.54,0,11.0,MORTGAGE,home_improvement,1-3,0
34,60623.57,18616.17,9.65,60,15.0,0,12.5,OWN,debt_consolidation,3-5,0
38,59643.03,11294.65,9.45,36,43.86,0,0.6,RENT,small_business,1-3,0
27,54544.76,30879.64,12.9,36,7.86,0,9.4,MORTGAGE,debt_consolidation,3-5,0
21,52203.89,9116.42,12.88,36,26.97,1,15.1,OWN,credit_card,0-1,0
42,61457.36,14044.55,11.12,60,0.0,0,10.1,MORTGAGE,other,3-5,0
55,60688.15,20113.3,13.48,36,8.49,0,11.8,MORTGAGE,debt_consolidation,10+,0
35,39031.45,22136.44,8.53,36,30.87,1,8.1,MORTGAGE,major_purchase,10+,0
63,76035.92,25220.61,14.73,60,22.36,1,8.4,OWN,major_purchase,1-3,0
39,40472.3,18427.97,11.18,60,18.24,1,13.6,OWN,debt_consolidation,0-1,0
65,55635.33,23407.3,10.07,60,13.86,2,5.3,OWN,debt_consolidation,10+,0
32,54094.39,9679.13,8.82,60,2.03,1,4.9,MORTGAGE,small_business,3-5,0
47,67162.07,22344.66,11.03,36,28.93,1,6.1,RENT,other,3-5,0
58,17617.92,22237.83,19.48,36,19.17,1,8.1,MORTGAGE,debt_consolidation,5-10,0
23,77818.2,27103.09,11.75,60,6.78,1,1.6,MORTGAGE,small_business,3-5,0
66,46460.19,1652.51,7.42,36,22.3,1,10.9,RENT,small_business,3-5,0
38,84399.27,7742.54,15.68,36,27.81,0,7.3,RENT,credit_card,10+,0
45,50436.7,21585.13,10.11,60,19.99,0,11.4,MORTGAGE,major_purchase,3-5,0
51,59023.13,1000.0,13.14,36,23.16,1,0.5,RENT,debt_consolidation,5-10,0
52,98275.72,18936.05,9.58,36,22.38,0,11.4,RENT,credit_card,10+,0
22,54453.24,23478.44,17.12,36,14.93,0,13.3,RENT,other,3-5,0
63,84777.0,10389.0,9.64,60,22.54,0,9.8,RENT,major_purchase,10+,0
51,60780.9,11558.48,17.59,36,29.35,0,8.1,OWN,debt_consolidation,1-3,0
69,68308.38,6406.9,7.8,36,32.35,0,11.5,MORTGAGE,home_improvement,10+,0
44,61399.17,10827.62,10.83,60,29.91,0,13.1,MORTGAGE,debt_consolidation,1-3,0
51,76957.03,11059.45,17.6,60,15.25,2,10.1,RENT,debt_consolidation,1-3,0
42,46289.37,9537.27,12.67,36,28.36,1,10.4,OWN,debt_consolidation,5-10,0
64,40319.03,9098.57,21.09,36,26.65,0,14.6,RENT,debt_consolidation,10+,0
61,47228.48,12831.96,10.92,36,14.9,0,11.0,MORTGAGE,credit_card,5-10,0
65,61994.21,12735.17,13.03,36,17.36,0,4.8,OWN,debt_consolidation,5-10,1
45,55583.62,29993.06,19.62,36,28.8,0,13.1,OTHER,major_purchase,10+,0
59,74205.5,11846.52,5.94,36,35.77,1,7.5,MORTGAGE,small_business,3-5,0
38,86094.63,17753.2,5.45,36,3.88,0,8.1,MORTGAGE,credit_card,10+,0
43,40483.23,10384.94,8.82,36,38.4,0,8.4,OWN,debt_consolidation,0-1,0
58,45321.02,10283.23,15.25,36,33.64,0,11.9,MORTGAGE,other,1-3,1
24,31275.21,1365.04,5.56,60,23.99,0,15.0,OWN,debt_consolidation,1-3,1
55,100607.46,2429.07,14.39,36,19.59,0,8.1,MORTGAGE,credit_card,10+,0
21,66093.39,5344.01,14.11,36,25.9,0,14.9,MORTGAGE,debt_consolidation,1-3,0
49,69596.05,16469.57,20.06,36,15.59,0,8.7,OTHER,other,3-5,0
44,33195.83,23609.39,16.18,60,20.22,0,13.6,MORTGAGE,debt_consolidation,0-1,1
43,59976.6,1000.0,13.46,36,7.25,1,8.8,MORTGAGE,other,0-1,0
45,70184.96,10607.39,17.44,36,4.58,2,6.0,RENT,other,3-5,0
45,54944.85,4064.87,14.16,60,45.32,0,15.7,RENT,other,0-1,0
40,81514.11,12885.78,10.16,60,22.63,0,5.6,MORTGAGE,major_purchase,10+,0
43,106236.62,23606.16,7.42,60,24.04,1,5.4,MORTGAGE,major_purchase,10+,0
48,41058.74,11424.94,9.72,36,21.69,0,3.0,MORTGAGE,other,5-10,1
58,39558.26,14619.86,11.84,36,13.72,0,13.1,MORTGAGE,debt_consolidation,3-5,0
48,42444.88,26641.83,12.7,36,18.93,1,14.0,OWN,major_purchase,10+,0
52,92123.98,18663.21,5.0,36,22.91,0,9.5,MORTGAGE,debt_consolidation,3-5,0
61,80847.11,8919.27,11.12,36,20.03,0,4.1,MORTGAGE,credit_card,1-3,0
69,57289.44,16271.32,12.11,36,14.48,1,8.0,OWN,credit_card,1-3,0
26,60731.19,8379.61,14.19,36,26.79,0,6.8,RENT,other,1-3,0
55,43669.13,18363.86,18.51,60,23.88,1,3.9,MORTGAGE,debt_consolidation,3-5,1
32,77800.54,19122.72,12.74,36,25.93,1,6.0,RENT,credit_card,3-5,0
30,52401.96,4062.72,8.36,36,29.05,0,10.0,MORTGAGE,home_improvement,5-10,0
59,54798.47,16401.2,5.0,60,20.29,0,5.6,MORTGAGE,home_improvement,5-10,1
24,72175.8,14059.41,14.75,60,20.31,0,9.2,MORTGAGE,debt_consolidation,1-3,0
62,56240.1,19357.42,8.52,36,36.82,1,0.9,RENT,credit_card,3-5,0
58,55300.68,21650.78,15.47,60,12.56,0,14.7,OWN,home_improvement,5-10,1
69,60211.5,18819.6,17.59,36,3.26,1,6.4,MORTGAGE,other,1-3,1
53,75907.11,12574.45,5.82,60,27.56,0,11.5,MORTGAGE,other,0-1,0
63,92929.86,22466.64,14.22,36,15.71,0,8.8,RENT,debt_consolidation,5-10,0
26,71709.72,8015.5,17.17,60,11.23,1,9.6,OWN,debt_consolidation,3-5,0
64,76066.28,4435.82,16.08,36,30.85,1,3.5,MORTGAGE,home_improvement,1-3,0
28,56002.92,1000.0,5.0,60,20.55,0,5.0,RENT,credit_card,3-5,0
36,45844.04,14438.87,8.59,36,9.36,0,5.0,MORTGAGE,major_purchase,3-5,0
27,73079.72,8427.63,6.88,36,41.35,0,8.1,MORTGAGE,small_business,0-1,0
40,63424.82,18182.04,14.09,36,5.89,0,13.3,MORTGAGE,debt_consolidation,5-10,0
57,31547.43,1000.0,13.65,60,21.13,1,9.7,MORTGAGE,small_business,3-5,1
34,53438.61,9822.57,5.0,36,3.11,0,4.4,MORTGAGE,debt_consolidation,0-1,0
61,58342.06,18762.16,10.8,60,24.71,0,8.3,OWN,other,10+,1
50,49790.84,6761.31,15.2,36,15.59,0,7.7,OWN,credit_card,3-5,0
51,89634.71,18274.05,12.59,60,30.19,0,6.6,RENT,small_business,10+,0
67,69596.78,10543.82,12.59,60,21.83,1,7.9,RENT,debt_consolidation,1-3,0
42,87463.5,14737.53,10.54,36,35.51,1,11.1,MORTGAGE,credit_card,3-5,0
37,65268.51,19761.26,7.76,60,17.7,0,5.1,RENT,debt_consolidation,5-10,0
69,61627.76,22622.38,11.93,60,5.95,1,6.6,RENT,major_purchase,10+,0
48,41268.04,15739.94,12.21,60,24.38,0,11.9,MORTGAGE,other,5-10,1
51,60238.59,8487.92,14.46,36,19.47,0,9.9,RENT,small_business,5-10,0
35,60261.08,11335.69,14.79,60,3.81,0,13.1,RENT,home_improvement,5-10,0
31,32657.72,20095.64,12.34,36,11.45,0,13.7,MORTGAGE,debt_consolidation,0-1,1
29,49209.45,6829.97,16.38,36,14.63,0,2.6,RENT,other,5-10,0
31,53534.35,13575.47,10.5,36,37.55,0,9.2,OWN,debt_consolidation,3-5,0
30,68269.59,11912.93,6.22,60,29.07,0,6.0,RENT,home_improvement,1-3,0
57,69227.0,14173.11,13.91,60,18.52,0,3.2,MORTGAGE,debt_consolidation,1-3,0
23,48373.63,6925.74,12.51,36,26.71,0,4.8,MORTGAGE,small_business,1-3,0
51,69377.39,1000.0,13.99,36,1.61,2,6.8,MORTGAGE,credit_card,1-3,1
67,56358.42,19165.94,6.94,36,16.35,2,6.8,RENT,credit_card,1-3,1
58,15000.0,22713.05,19.16,36,26.01,0,5.6,MORTGAGE,debt_consolidation,0-1,0
40,50305.96,1000.0,14.84,60,23.65,1,7.9,RENT,credit_card,5-10,0
23,81579.77,17951.41,10.85,60,16.61,0,17.8,MORTGAGE,debt_consolidation,3-5,0
61,26363.88,23665.46,8.26,60,21.62,0,1.1,RENT,other,1-3,0
21,62253.82,19767.29,16.31,60,25.38,0,12.5,RENT,major_purchase,5-10,0
54,91705.22,11666.64,7.59,36,21.91,1,7.9,RENT,other,1-3,1
53,44787.74,7452.03,21.05,36,30.61,0,6.2,RENT,credit_card,3-5,0
30,60042.98,15647.82,9.55,36,25.19,0,0.5,RENT,home_improvement,10+,0
57,33919.67,16982.28,18.88,60,27.11,1,11.1,RENT,credit_card,5-10,0
29,92544.62,15766.46,11.26,60,39.14,0,2.2,MORTGAGE,other,3-5,0
32,58333.35,13558.92,18.32,36,30.28,0,11.3,MORTGAGE,debt_consolidation,3-5,0
60,60932.54,6338.79,9.06,36,39.41,0,15.0,MORTGAGE,debt_consolidation,0-1,1
68,87086.01,18381.51,12.08,36,15.28,1,2.9,RENT,credit_card,3-5,1
33,73229.57,18766.84,15.22,60,6.08,1,12.7,RENT,credit_card,1-3,0
66,42487.43,16606.58,14.65,36,20.6,1,8.1,MORTGAGE,small_business,3-5,0
65,47054.44,15887.95,16.4,36,19.74,0,0.5,RENT,debt_consolidation,10+,0
58,69898.63,28434.0,10.05,36,36.59,0,3.2,MORTGAGE,home_improvement,5-10,0
27,47517.58,10004.97,12.34,60,10.7,1,8.7,MORTGAGE,debt_consolidation,3-5,0
35,17655.13,25251.48,16.99,60,21.21,0,9.6,OWN,debt_consolidation,5-10,0
54,58935.18,9127.8,9.18,36,26.05,0,1.7,MORTGAGE,other,5-10,0
69,30395.75,23871.6,14.29,60,23.0,0,8.1,MORTGAGE,major_purchase,3-5,1
60,92325.64,24866.94,11.12,36,20.28,0,11.3,MORTGAGE,other,10+,1
41,63535.75,12655.59,12.82,60,25.59,0,12.0,OWN,credit_card,3-5,1
32,41896.5,28287.7,12.34,36,32.79,0,6.3,RENT,major_purchase,5-10,1
68,46027.35,18752.29,8.85,36,37.36,1,9.8,MORTGAGE,home_improvement,0-1,0
34,22212.05,7981.82,10.96,36,22.33,0,12.3,RENT,home_improvement,3-5,0
37,38010.76,12006.75,12.58,60,13.84,0,11.4,RENT,debt_consolidation,1-3,0
68,80326.46,24062.1,11.59,36,37.35,1,11.6,MORTGAGE,debt_consolidation,0-1,0
48,104635.72,22384.52,18.29,36,11.22,1,8.5,RENT,debt_consolidation,5-10,1
33,74527.93,6535.68,16.04,36,39.91,0,7.6,MORTGAGE,major_purchase,10+,0
21,58159.15,13885.94,13.16,36,35.44,0,9.1,OTHER,major_purchase,5-10,0
42,51360.81,16628.18,8.95,60,36.89,1,4.9,RENT,home_improvement,0-1,1
69,40870.08,10939.16,8.7,36,28.85,0,12.4,RENT,debt_consolidation,0-1,0
42,101195.32,33862.4,19.9,36,0.88,0,1.9,OWN,major_purchase,1-3,0
